gruppo,nomeGruppo,senatore,nome,cognome,carica,inizioAdesione
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36449,Francesca,Tubetti,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36382,Paola,Ambrogio,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36428,Raffaele,Speranzon,Vicepresidente Vicario,2022-11-09
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/32699,Isabella,Rauti,Membro,2022-11-09
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36420,Gianni,Rosa,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36433,Matteo,Gelmetti,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/22910,Giulia,Cosenza,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36414,Fausto,Orsomarso,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36424,Etelwardo,Sigismondi,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36441,Salvo,Pogliese,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/18121,Daniela,Garnero Santanche',Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36446,Sandro,Sisler,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/33137,Marco,Silvestroni,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36395,Costanzo,Della Porta,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36397,Marta,Farolfi,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/1275,Ignazio,La Russa,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36438,Paola,Mancini,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/32732,Francesco,Zaffini,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36393,Andrea,De Priamo,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36439,Paolo,Marcheschi,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/22707,Andrea,Augello,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36440,Domenico,Matera,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36419,Ernesto,Rapani,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36422,Salvatore,Sallemi,Vicepresidente,2022-11-09
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/1407,Lucio,Malan,Presidente,2022-11-09
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/32650,Patrizio Giacomo,La Pietra,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/25446,Gaetano,Nastri,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/32856,Carmela,Bucalo,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36447,Domenica,Spinelli,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36398,Anna Maria,Fallucchi,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/34485,Nicola,Calandrini,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/28306,Nello,Musumeci,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36383,Renato,Ancorotti,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/31010,Bartolomeo,Amidei,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36431,Michele,Barcaiuolo,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36435,Marco,Lisei,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/33863,Marco,Scurria,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/32645,Antonio,Iannone,Tesoriere,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/33946,Gianpietro,Maffoni,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36444,Giovanni,Satta,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36432,Susanna Donatella,Campione,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36442,Sergio,Rastrelli,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36402,Elena,Leonardi,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/32628,Giovanbattista,Fazzolari,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36450,Ignazio,Zullo,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36403,Guido Quintino,Liris,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36407,Filippo,Melchiorre,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/28550,Giuliomaria,Terzi Di Sant'Agata,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36412,Vita Maria,Nocco,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36430,Antonella,Zedda,Vicepresidente,2022-11-09
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36384,Gianni,Berrino,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36408,Ester,Mieli,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/32898,Luca,De Carlo,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/407,Alessio,Butti,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/1558,Roberto,Menia,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36416,Simona,Petrucci,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/34558,Lavinia,Mennuni,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/32603,Luca,Ciriani,Membro,2022-11-09
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36421,Raoul,Russo,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/36388,Guido,Castelli,Membro,2022-10-18
http://dati.senato.it/gruppo/85,Fratelli d'Italia,http://dati.senato.it/senatore/17542,Alberto,Balboni,Membro,2022-10-18
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/25402,Daniela,Sbrollini,Membro,2022-10-18
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/22966,Mariastella,Gelmini,Vicepresidente,2022-10-19
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/36436,Marco,Lombardo,Segretario,2022-10-19
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/30742,Matteo,Renzi,Membro,2022-10-18
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/29573,Ivan,Scalfarotto,Tesoriere,2022-10-19
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/30110,Carlo,Calenda,Membro,2022-10-18
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/29293,Enrico,Borghi,Membro,2023-04-26
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/29406,Silvia,Fregolent,Segretario,2022-10-19
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/33005,Raffaella,Paita,Presidente,2022-10-18
http://dati.senato.it/gruppo/91,Azione-ItaliaViva-RenewEurope,http://dati.senato.it/senatore/33027,Giusy,Versace,Membro,2022-10-18
http://dati.senato.it/gruppo/92,Civici d'Italia - Noi Moderati (UDC - Coraggio Italia - Noi con l'Italia - Italia al Centro) - MAIE,http://dati.senato.it/senatore/29291,Mario Alejandro,Borghese,Tesoriere,2022-10-18
http://dati.senato.it/gruppo/92,Civici d'Italia - Noi Moderati (UDC - Coraggio Italia - Noi con l'Italia - Italia al Centro) - MAIE,http://dati.senato.it/senatore/25429,Giovanna,Petrenga,Segretario,2022-11-08
http://dati.senato.it/gruppo/92,Civici d'Italia - Noi Moderati (UDC - Coraggio Italia - Noi con l'Italia - Italia al Centro) - MAIE,http://dati.senato.it/senatore/22814,Antonio,De Poli,Vicepresidente,2023-03-29
http://dati.senato.it/gruppo/92,Civici d'Italia - Noi Moderati (UDC - Coraggio Italia - Noi con l'Italia - Italia al Centro) - MAIE,http://dati.senato.it/senatore/22871,Michaela,Biancofiore,Presidente,2023-03-29
http://dati.senato.it/gruppo/92,Civici d'Italia - Noi Moderati (UDC - Coraggio Italia - Noi con l'Italia - Italia al Centro) - MAIE,http://dati.senato.it/senatore/1227,Antonio,Guidi,Membro,2022-10-18
http://dati.senato.it/gruppo/92,Civici d'Italia - Noi Moderati (UDC - Coraggio Italia - Noi con l'Italia - Italia al Centro) - MAIE,http://dati.senato.it/senatore/36443,Giorgio,Salvitti,Vicepresidente,2022-10-18
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)",http://dati.senato.it/senatore/36426,Luigi,Spagnolli,Vicepresidente Vicario,2022-10-18
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)",http://dati.senato.it/senatore/32624,Meinhard,Durnwalder,Membro,2022-10-18
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)",http://dati.senato.it/senatore/36415,Pietro,Patton,Tesoriere,2022-10-18
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)",http://dati.senato.it/senatore/36409,Dafne,Musolino,Vicepresidente,2022-10-18
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)",http://dati.senato.it/senatore/30511,Elena,Cattaneo,Membro,2022-10-18
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)",http://dati.senato.it/senatore/30510,Carlo,Rubbia,Membro,2022-11-09
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)",http://dati.senato.it/senatore/32727,Julia,Unterberger,Presidente,2022-10-18
http://dati.senato.it/gruppo/69,"Per le Autonomie (SVP-Patt, Campobase, Sud Chiama Nord)",http://dati.senato.it/senatore/1672,Giorgio,Napolitano,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29604,Valeria,Valente,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/25377,Walter,Verini,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/36400,Silvio,Franceschelli,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29273,Alfredo,Bazoli,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/36392,Susanna Lina Giulia,Camusso,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/32660,Daniele,Manca,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/36418,Vincenza,Rando,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/18055,Alberto,Losacco,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/28924,Francesco,Verducci,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/17924,Andrea,Martella,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29521,Dario,Parrini,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/36387,Andrea,Crisanti,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/23011,Antonio,Misiani,Tesoriere,2022-10-25
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/25555,Francesco,Boccia,Presidente,2023-03-28
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/31725,Annamaria,Furlan,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29105,Francesco,Giacobbe,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/36429,Ylenia,Zambito,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29447,Francesca,La Marca,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/25474,Beatrice,Lorenzin,Vicepresidente,2022-10-25
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/36389,Carlo,Cottarelli,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/32703,Tatjana,Rojc,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/520,Pier Ferdinando,Casini,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/25411,Anna,Rossomando,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29270,Lorenzo,Basso,Segretario,2022-10-25
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/31875,Cecilia,D'Elia,Segretario,2022-10-25
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/30294,Michele,Fina,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/27622,Filippo,Sensi,Membro,2023-03-21
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29425,Andrea,Giorgis,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/5799,Dario,Franceschini,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/36411,Antonio,Nicita,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29490,Marco,Meloni,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/24016,Sandra,Zampa,Segretario,2022-10-25
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/32578,Alessandro,Alfieri,Vicepresidente Vicario,2022-10-25
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/28670,Graziano,Delrio,Membro,2022-10-18
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/36401,Nicola,Irto,Segretario d'Aula,2022-10-25
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29138,Franco,Mirabelli,Vicepresidente,2022-10-25
http://dati.senato.it/gruppo/49,Partito Democratico - Italia Democratica e Progressista,http://dati.senato.it/senatore/29467,Simona Flavia,Malpezzi,Membro,2023-03-28
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/36413,Mario,Occhiuto,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/32583,Alberto,Barachini,Tesoriere,2022-11-08
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/4192,Claudio,Fazzone,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/36445,Francesco,Silvestro,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/22914,Stefania Gabriella Anastasia,Craxi,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/32747,Dario,Damiani,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/227,Silvio,Berlusconi,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/32,Maria Elisabetta,Alberti Casellati,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/25558,Anna Maria,Bernini,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/32707,Licia,Ronzulli,Presidente,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/36405,Claudio,Lotito,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/17811,Pierantonio,Zanettin,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/37415,Daniela,Ternullo,Membro,2023-01-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/4512,Adriano,Paroli,Vicepresidente Vicario,2022-11-08
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/22263,Francesco Paolo,Sisto,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/32779,Roberto,Rosso,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/1103,Maurizio,Gasparri,Membro,2022-10-18
http://dati.senato.it/gruppo/56,Forza Italia - Berlusconi Presidente - PPE,http://dati.senato.it/senatore/33038,Paolo,Zangrillo,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/29480,Roberto,Marti,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/33096,Claudio,Durigon,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/33110,Elena,Murelli,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/36427,Nicoletta,Spelgatti,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/22963,Massimo,Garavaglia,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/22877,Giulia,Bongiorno,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/36386,Mara,Bizzotto,Vicepresidente Vicario,2022-11-08
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32586,Giorgio Maria,Bergesio,Membro,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/29292,Stefano,Borghesi,Tesoriere,2022-10-18
http://dati.senato.it/gruppo/33,Lega Salvini Premier - Partito Sardo d'Azione,http://dati.senato.it/senatore/32988,Alessandro,Morelli,Membro,2022-10-18
